timestamp,latitude,longitude,crime_type,severity,resolved,incident_id,district,city
2023-10-14 11:28:12.551590,28.67209658556739,77.18266186937228,Burglary,High,False,INC_000090,District_10,Delhi
2025-05-26 14:28:12.551590,28.63214245330603,77.2719147267753,Vandalism,High,True,INC_000091,District_11,Delhi
2024-02-01 20:28:12.551590,28.340680814009318,77.19637477231278,Burglary,Low,True,INC_000092,District_11,Delhi
2025-08-04 05:28:12.551590,28.653197864522618,77.16025159935572,Vandalism,Low,True,INC_000093,District_10,Delhi
2023-10-13 14:28:12.551590,28.462984240183626,77.2243199504527,Fraud,High,True,INC_000094,District_4,Delhi
2023-09-08 13:28:12.551590,28.62860875101827,77.26719194087045,Vandalism,Low,True,INC_000095,District_8,Delhi
2025-06-03 04:28:12.551590,28.798612881609642,77.00198236598563,Assault,Medium,False,INC_000096,District_8,Delhi
2023-09-04 14:28:12.551590,28.640776712322438,77.26735368439874,Theft,Medium,True,INC_000097,District_1,Delhi
2025-02-17 16:28:12.551590,28.627322182676995,77.25565928915714,Fraud,Medium,False,INC_000098,District_6,Delhi
2024-12-15 20:28:12.551590,28.635704536716094,77.26677929270376,Burglary,Medium,True,INC_000099,District_1,Delhi
2023-10-22 22:28:12.551590,28.740408454377445,77.49242025150141,Theft,High,True,INC_000100,District_10,Delhi
2024-01-07 18:28:12.551590,28.547616063719293,77.25026701431926,Fraud,Low,False,INC_000101,District_3,Delhi
2025-05-07 18:28:12.551590,28.52862034779033,77.27692905944312,Vehicle Crime,Low,True,INC_000102,District_9,Delhi
2024-08-24 21:28:12.551590,28.649913329106354,77.47528005806335,Fraud,Low,True,INC_000103,District_5,Delhi
2024-08-09 20:28:12.551590,28.66210853781604,77.17342833041386,Burglary,Medium,True,INC_000104,District_10,Delhi
2025-04-02 05:28:12.551590,28.672235900248847,77.176824647455,Fraud,Medium,False,INC_000105,District_3,Delhi
2023-11-16 23:28:12.551590,28.543763643926592,77.2563844382517,Vandalism,Medium,True,INC_000106,District_11,Delhi
2024-02-24 00:28:12.551590,28.784496740374326,77.18932429395586,Fraud,High,True,INC_000107,District_5,Delhi
2024-09-01 20:28:12.551590,28.660504531986096,77.17666181948718,Fraud,Medium,True,INC_000108,District_1,Delhi
2024-07-08 13:28:12.551590,28.628056211522328,77.29234944028256,Vandalism,Low,False,INC_000109,District_1,Delhi
2025-06-05 09:28:12.551590,28.862137266498994,77.26345127645514,Vehicle Crime,High,True,INC_000110,District_11,Delhi
2024-08-30 10:28:12.551590,28.660347564435025,77.18507910181667,Fraud,Medium,True,INC_000111,District_10,Delhi
2024-04-07 04:28:12.551590,28.535368302735918,77.22305907325205,Burglary,High,False,INC_000112,District_5,Delhi
2025-08-17 23:28:12.551590,28.638376501981643,77.27410017491906,Fraud,Medium,True,INC_000113,District_11,Delhi
2024-04-08 12:28:12.551590,28.527704710230132,77.23648722370581,Fraud,Medium,True,INC_000114,District_6,Delhi
2025-06-04 07:28:12.551590,28.642787798045227,77.27341944705584,Vandalism,High,True,INC_000115,District_11,Delhi
2024-11-12 22:28:12.551590,28.626236711885383,77.26987606916659,Vehicle Crime,Low,False,INC_000116,District_3,Delhi
2024-07-30 22:28:12.551590,28.65107773839426,77.16537685798544,Vehicle Crime,Low,False,INC_000117,District_1,Delhi
2025-05-10 13:28:12.551590,28.528312135922608,77.16481270658966,Assault,Medium,True,INC_000118,District_3,Delhi
2024-09-28 14:28:12.551590,28.681381815280684,77.1699084729317,Vehicle Crime,High,True,INC_000119,District_4,Delhi
2025-04-08 00:28:12.551590,28.558112761993115,77.15572331518284,Theft,Medium,False,INC_000120,District_1,Delhi
2024-07-10 22:28:12.551590,28.53649472021611,77.25067495034868,Fraud,Medium,False,INC_000121,District_10,Delhi
2024-01-15 19:28:12.551590,28.648872313208194,77.17225470666752,Assault,Medium,True,INC_000122,District_7,Delhi
2025-02-21 17:28:12.551590,28.521576225068443,77.24751323992923,Theft,Medium,True,INC_000123,District_2,Delhi
2025-01-21 14:28:12.551590,28.598960037911723,77.11478917589172,Burglary,High,True,INC_000124,District_4,Delhi
2023-12-07 05:28:12.551590,28.5360439973188,77.24818754840149,Theft,Low,True,INC_000125,District_11,Delhi
2024-10-24 19:28:12.551590,28.62958351155962,77.27112420275925,Burglary,Medium,False,INC_000126,District_1,Delhi
2023-10-02 02:28:12.551590,28.5233544887845,77.23134740780633,Theft,High,True,INC_000127,District_7,Delhi
2024-09-17 15:28:12.551590,28.55826877748239,77.34959353366999,Burglary,Low,True,INC_000128,District_2,Delhi
2024-03-07 23:28:12.551590,28.52633236421197,77.27360651442771,Burglary,High,True,INC_000129,District_9,Delhi
2024-08-19 00:28:12.551590,28.669493965658518,77.18085422207214,Burglary,Medium,True,INC_000130,District_10,Delhi
2024-12-24 07:28:12.551590,28.661362253112102,77.18846143373841,Vehicle Crime,Low,True,INC_000131,District_8,Delhi
2025-03-23 01:28:12.551590,28.527526975953148,77.24028457979391,Vehicle Crime,Medium,True,INC_000132,District_5,Delhi
2025-01-13 18:28:12.551590,28.541223898205,77.22814409953818,Theft,Medium,False,INC_000133,District_2,Delhi
2024-06-01 06:28:12.551590,28.607897717944724,77.22978894926207,Vandalism,Medium,False,INC_000134,District_5,Delhi
2025-05-06 03:28:12.551590,28.661941862554915,77.17487365610585,Burglary,High,True,INC_000135,District_11,Delhi
2024-08-30 16:28:12.551590,28.539485787956167,77.24989313196319,Assault,Low,True,INC_000136,District_2,Delhi
2023-11-11 21:28:12.551590,28.544685005215346,77.26827835813877,Theft,Low,True,INC_000137,District_3,Delhi
2025-05-09 06:28:12.551590,28.61062936124207,77.09118040715882,Assault,High,True,INC_000138,District_2,Delhi
2023-11-20 16:28:12.551590,28.908490550544272,77.08563848125445,Vandalism,Low,True,INC_000139,District_11,Delhi
2025-08-17 14:28:12.551590,28.62442390216605,77.23970907177397,Theft,Medium,True,INC_000140,District_5,Delhi
2025-04-28 19:28:12.551590,28.634891780062713,77.26857312395121,Fraud,Medium,True,INC_000141,District_3,Delhi
2023-09-12 22:28:12.551590,28.542165398517042,77.2551811733701,Theft,Medium,True,INC_000142,District_2,Delhi
2025-01-18 19:28:12.551590,28.643368588972187,77.2671639933983,Vandalism,Low,False,INC_000143,District_7,Delhi
2024-08-24 14:28:12.551590,28.66737265045808,77.1832806302005,Burglary,Medium,True,INC_000144,District_9,Delhi
2024-12-31 21:28:12.551590,28.673934461609527,77.34634818365528,Burglary,Medium,True,INC_000145,District_1,Delhi
2024-10-22 21:28:12.551590,28.520364464510255,77.25842157101383,Theft,Low,False,INC_000146,District_10,Delhi
2025-06-22 11:28:12.551590,28.62748778184631,77.28159171448218,Vehicle Crime,High,False,INC_000147,District_5,Delhi
2024-07-15 10:28:12.551590,28.67351310226135,77.343298356187,Burglary,Medium,True,INC_000148,District_7,Delhi
2024-11-08 08:28:12.551590,28.466805447582548,77.37934301869129,Burglary,Medium,True,INC_000149,District_3,Delhi
2023-09-27 08:28:12.551590,28.615640579807266,77.14365397281743,Fraud,Low,True,INC_000150,District_8,Delhi
2024-10-22 02:28:12.551590,28.672010044633126,77.18092855432769,Burglary,Medium,True,INC_000151,District_1,Delhi
2024-08-03 16:28:12.551590,28.72761863786776,77.16716997845737,Fraud,High,False,INC_000152,District_9,Delhi
2024-12-13 11:28:12.551590,28.589079883739057,77.30255323732584,Assault,Low,False,INC_000153,District_4,Delhi
2023-11-25 03:28:12.551590,28.72119356697631,77.13221113863932,Fraud,Low,False,INC_000154,District_9,Delhi
2024-12-04 06:28:12.551590,28.61614938676849,77.26656989342591,Fraud,High,False,INC_000155,District_4,Delhi
2025-07-09 00:28:12.551590,28.689786769627027,77.2736200816357,Vandalism,Low,False,INC_000156,District_6,Delhi
2025-07-30 01:28:12.551590,28.64488920534737,77.25928536875064,Burglary,Low,False,INC_000157,District_2,Delhi
2024-02-08 23:28:12.551590,28.52681173843914,77.25072068990761,Assault,High,True,INC_000158,District_4,Delhi
2024-01-15 16:28:12.551590,28.46442890247028,77.31026118880501,Assault,Medium,True,INC_000159,District_6,Delhi
2024-05-31 09:28:12.551590,28.557014534631808,77.4162782637025,Fraud,High,True,INC_000160,District_1,Delhi
2024-02-01 02:28:12.551590,28.625314420073416,77.28557097474669,Burglary,Medium,False,INC_000161,District_8,Delhi
2025-05-09 15:28:12.551590,28.537778170521772,77.2323737346519,Vehicle Crime,Medium,True,INC_000162,District_8,Delhi
2024-09-09 22:28:12.551590,28.65827614094023,77.1757430820386,Vandalism,Medium,True,INC_000163,District_1,Delhi
2024-03-11 16:28:12.551590,28.635637838317056,77.27782154689706,Fraud,Medium,True,INC_000164,District_1,Delhi
2025-01-08 22:28:12.551590,28.530500162752233,77.24964735115859,Fraud,High,True,INC_000165,District_8,Delhi
2025-02-22 21:28:12.551590,28.56317490168363,77.25336514596758,Fraud,Low,True,INC_000166,District_3,Delhi
2023-12-02 11:28:12.551590,28.666709591299213,77.16792511184592,Burglary,Low,False,INC_000167,District_3,Delhi
2024-01-18 04:28:12.551590,28.617860315164055,77.25988869904305,Burglary,Medium,False,INC_000168,District_9,Delhi
2025-07-23 16:28:12.551590,28.742402809511717,77.2116241761051,Burglary,Low,False,INC_000169,District_2,Delhi
2024-07-09 11:28:12.551590,28.52032693516746,77.2641187361559,Fraud,High,False,INC_000170,District_3,Delhi
2023-08-27 19:28:12.551590,28.749377668914732,77.46326519757598,Fraud,Medium,False,INC_000171,District_4,Delhi
2025-04-06 02:28:12.551590,28.83430572848728,77.1672876641597,Fraud,Medium,True,INC_000172,District_1,Delhi
2023-09-21 18:28:12.551590,28.53332157377076,77.25437829905101,Theft,High,True,INC_000173,District_9,Delhi
2025-02-20 23:28:12.551590,28.61492639700008,76.92365883483191,Fraud,Medium,True,INC_000174,District_2,Delhi
2025-07-21 07:28:12.551590,28.66931092428338,77.17933964494844,Vandalism,High,True,INC_000175,District_10,Delhi
2025-04-19 11:28:12.551590,28.67526590580357,77.17673070581398,Vandalism,Low,True,INC_000176,District_9,Delhi
2024-08-13 08:28:12.551590,28.632157428758358,77.26381763594122,Fraud,Low,False,INC_000177,District_6,Delhi
2025-06-07 14:28:12.551590,28.66115748143148,77.2303363435818,Assault,High,True,INC_000178,District_1,Delhi
2023-09-21 22:28:12.551590,28.55138489657099,77.27029577617508,Burglary,Medium,False,INC_000179,District_2,Delhi
2024-09-03 10:28:12.551590,28.64247648719684,77.26355503970277,Assault,High,True,INC_000180,District_5,Delhi
2025-03-08 15:28:12.551590,28.528664769733226,77.25083062531289,Fraud,Medium,True,INC_000181,District_10,Delhi
2023-11-16 17:28:12.551590,28.649808017034317,77.27455836433903,Fraud,High,False,INC_000182,District_4,Delhi
2025-02-11 10:28:12.551590,28.537563650143202,77.23936470602139,Fraud,Low,False,INC_000183,District_7,Delhi
2023-11-10 16:28:12.551590,28.720092640526797,77.14646920184728,Theft,Medium,True,INC_000184,District_11,Delhi
2025-03-13 02:28:12.551590,28.58948712883177,77.37334940632566,Assault,Low,False,INC_000185,District_8,Delhi
2023-09-22 11:28:12.551590,28.659538604484553,77.18032114718727,Burglary,Medium,False,INC_000186,District_3,Delhi
2024-05-14 05:28:12.551590,28.693459532994254,77.05795136984467,Vehicle Crime,Low,False,INC_000187,District_5,Delhi
2024-10-15 11:28:12.551590,28.638874300670995,77.2558996020122,Vehicle Crime,Low,True,INC_000188,District_9,Delhi
2024-11-04 23:28:12.551590,28.587820692533867,77.21909885682753,Fraud,Low,True,INC_000189,District_9,Delhi
2025-06-30 23:28:12.551590,28.395600923093042,77.21782379832355,Theft,High,True,INC_000190,District_8,Delhi
2025-05-14 04:28:12.551590,28.76510488381038,76.96267652067927,Theft,High,False,INC_000191,District_6,Delhi
2023-12-04 06:28:12.551590,28.642537201297955,77.2883748319163,Vandalism,High,True,INC_000192,District_4,Delhi
2023-10-05 16:28:12.551590,28.646480140797646,77.28091944560977,Burglary,Low,False,INC_000193,District_3,Delhi
2025-04-02 23:28:12.551590,28.671276721329185,77.19565376290909,Theft,Low,True,INC_000194,District_11,Delhi
2024-04-22 10:28:12.551590,28.628132175446915,77.27105271050165,Assault,Medium,True,INC_000195,District_6,Delhi
2024-01-03 10:28:12.551590,28.63111949012334,77.26436432724392,Theft,Medium,True,INC_000196,District_9,Delhi
2024-07-12 18:28:12.551590,28.63390971126091,77.26269869778403,Vandalism,Low,True,INC_000197,District_4,Delhi
2024-09-24 17:28:12.551590,28.593172800687313,77.15098986920685,Assault,High,True,INC_000198,District_6,Delhi
2024-02-15 01:28:12.551590,28.512608897679694,77.24240462683915,Theft,Low,True,INC_000199,District_10,Delhi
2025-01-09 06:28:12.551590,28.826450108979632,77.19566198343009,Assault,Medium,True,INC_000200,District_2,Delhi
2025-02-06 06:28:12.551590,28.540997902532276,77.19678269498519,Assault,High,True,INC_000201,District_7,Delhi
2025-06-01 21:28:12.551590,28.76540801041982,77.1476059045904,Vandalism,Medium,True,INC_000202,District_2,Delhi
2025-02-24 00:28:12.551590,28.64274884253255,77.16481845945916,Fraud,Medium,True,INC_000203,District_2,Delhi
2024-11-28 09:28:12.551590,28.532911531152067,77.26116695290413,Vandalism,High,False,INC_000204,District_7,Delhi
2025-02-02 11:28:12.551590,28.670051581963893,77.18321851440676,Theft,High,True,INC_000205,District_3,Delhi
2025-04-11 17:28:12.551590,28.672739659793795,77.17821714322548,Burglary,Medium,False,INC_000206,District_5,Delhi
2024-04-13 20:28:12.551590,28.675820071440068,77.17910679820288,Vandalism,Medium,True,INC_000207,District_6,Delhi
2025-01-06 04:28:12.551590,28.52849940056261,77.24591155309889,Theft,High,True,INC_000208,District_4,Delhi
2024-04-09 21:28:12.551590,28.667079766072547,77.17551765768654,Assault,Medium,True,INC_000209,District_5,Delhi
2024-03-19 21:28:12.551590,28.742141130048708,76.99859851758926,Vandalism,Medium,True,INC_000210,District_6,Delhi
2024-07-07 11:28:12.551590,28.52300758641751,77.25464832351412,Fraud,High,False,INC_000211,District_7,Delhi
2025-08-10 23:28:12.551590,28.44832164142442,77.291602491661,Vehicle Crime,Low,True,INC_000212,District_1,Delhi
2024-03-04 01:28:12.551590,28.554571127213833,77.25149810464613,Fraud,Medium,True,INC_000213,District_6,Delhi
2025-03-16 06:28:12.551590,28.55254858953928,77.24998953979063,Burglary,Medium,False,INC_000214,District_11,Delhi
2024-03-15 10:28:12.551590,28.64035360244245,77.38870660438467,Vandalism,High,True,INC_000215,District_7,Delhi
2025-02-11 22:28:12.551590,28.666163867276975,77.15882977437148,Vandalism,High,True,INC_000216,District_4,Delhi
2025-04-16 23:28:12.551590,28.674953614133663,77.20251838228184,Theft,Low,False,INC_000217,District_7,Delhi
2025-01-18 16:28:12.551590,28.715198924065966,77.18070705293029,Burglary,Low,True,INC_000218,District_9,Delhi
2025-06-30 20:28:12.551590,28.648132191327363,77.4179492262742,Fraud,High,True,INC_000219,District_1,Delhi
2024-09-28 00:28:12.551590,28.534132251481658,77.2537733557364,Theft,Low,True,INC_000220,District_2,Delhi
2024-04-15 18:28:12.551590,28.63803686742044,77.2713785255475,Vehicle Crime,Low,False,INC_000221,District_3,Delhi
2024-09-09 10:28:12.551590,28.63459767141161,77.34892486557152,Assault,High,False,INC_000222,District_6,Delhi
2025-06-12 12:28:12.551590,28.64835740541811,77.09728082760085,Theft,High,False,INC_000223,District_11,Delhi
2025-06-19 18:28:12.551590,28.63979050135473,77.25897331354545,Assault,High,False,INC_000224,District_5,Delhi
2024-04-13 02:28:12.551590,28.537816382444845,77.24775951577433,Vandalism,Low,True,INC_000225,District_10,Delhi
2025-05-06 16:28:12.551590,28.672307058258273,77.18281755395122,Fraud,Low,True,INC_000226,District_10,Delhi
2024-08-31 09:28:12.551590,28.551337113987476,77.2190807340096,Assault,High,True,INC_000227,District_8,Delhi
2024-07-06 12:28:12.551590,28.635977114315054,77.28107125710294,Vehicle Crime,Low,False,INC_000228,District_2,Delhi
2023-10-07 14:28:12.551590,28.63706591228231,77.26909178767792,Vehicle Crime,High,True,INC_000229,District_3,Delhi
2024-06-05 19:28:12.551590,28.541436146642372,77.23545735389874,Theft,Low,True,INC_000230,District_3,Delhi
2024-02-10 06:28:12.551590,28.6482019416446,77.26281004551494,Vandalism,Medium,True,INC_000231,District_2,Delhi
2024-09-07 01:28:12.551590,28.356085143493644,77.11050606902579,Burglary,Medium,True,INC_000232,District_4,Delhi
2023-12-21 21:28:12.551590,28.521370377062887,77.24349458609629,Fraud,High,True,INC_000233,District_3,Delhi
2024-05-19 12:28:12.551590,28.67949776304227,77.2036575804778,Vandalism,Low,True,INC_000234,District_9,Delhi
2025-04-14 13:28:12.551590,28.541857739851178,77.24986723522255,Vandalism,Low,True,INC_000235,District_5,Delhi
2023-08-30 16:28:12.551590,28.781631581235928,77.28773190988389,Vehicle Crime,Low,True,INC_000236,District_10,Delhi
2024-05-07 10:28:12.551590,28.665211591811502,77.00412303329519,Vehicle Crime,Medium,True,INC_000237,District_7,Delhi
2024-07-01 20:28:12.551590,28.528918030096186,77.25893297579006,Theft,Low,False,INC_000238,District_2,Delhi
2024-01-28 21:28:12.551590,28.70478327621958,77.01401890428303,Burglary,High,True,INC_000239,District_10,Delhi
2025-01-03 14:28:12.551590,28.539500407159938,77.23405896467501,Vandalism,High,True,INC_000240,District_4,Delhi
2025-03-23 03:28:12.551590,28.543757881477227,77.23610595856825,Theft,High,True,INC_000241,District_3,Delhi
2023-09-07 07:28:12.551590,28.628098692809967,77.27102151064655,Vandalism,Low,False,INC_000242,District_7,Delhi
