timestamp,latitude,longitude,traffic_volume,avg_speed_kmh,congestion_level,road_id,city
2025-07-28 05:28:12.516681,28.46604780096326,77.19173727000592,64.0,46.8,Low,RD_044,Delhi
2025-07-28 06:28:12.516681,28.54191557916053,77.29736599374867,52.0,34.4,Low,RD_045,Delhi
2025-07-28 07:28:12.516681,28.567836122904023,77.27423228784134,130.0,20.0,High,RD_046,Delhi
2025-07-28 08:28:12.516681,28.719612222621894,77.05136078430158,148.0,15.6,High,RD_047,Delhi
2025-07-28 09:28:12.516681,28.648261828956848,77.35665403497259,128.0,11.6,High,RD_048,Delhi
2025-07-28 10:28:12.516681,28.437595984463726,77.34700913541475,53.0,45.1,Low,RD_049,Delhi
2025-07-28 11:28:12.516681,28.64630839693948,77.14644372984905,40.0,54.0,Low,RD_000,Delhi
2025-07-28 12:28:12.516681,28.57539177195837,77.24858035334374,33.0,54.1,Low,RD_001,Delhi
2025-07-28 13:28:12.516681,28.546207799969405,77.25840301862827,54.0,41.8,Low,RD_002,Delhi
2025-07-28 14:28:12.516681,28.675067628884086,77.23506737658239,50.0,54.0,Low,RD_003,Delhi
2025-07-28 15:28:12.516681,28.716999952249598,77.15396948461546,48.0,53.6,Low,RD_004,Delhi
2025-07-28 16:28:12.516681,28.70702801191162,77.1418376632062,41.0,41.7,Low,RD_005,Delhi
2025-07-28 17:28:12.516681,28.529978247677736,77.20644459290087,137.0,12.9,High,RD_006,Delhi
2025-07-28 18:28:12.516681,28.58297876241488,77.32627290192595,165.0,8.5,High,RD_007,Delhi
2025-07-28 19:28:12.516681,28.647026343140357,77.26336001545944,160.0,17.0,High,RD_008,Delhi
2025-07-28 20:28:12.516681,28.711454512712237,77.1719385667914,47.0,48.9,Low,RD_009,Delhi
2025-07-28 21:28:12.516681,28.56598257621547,77.28616987106484,64.0,41.8,Low,RD_010,Delhi
2025-07-28 22:28:12.516681,28.59533410233362,76.924145737937,24.0,50.8,Low,RD_011,Delhi
2025-07-28 23:28:12.516681,28.5032665025994,77.32387657003721,39.0,42.3,Low,RD_012,Delhi
2025-07-29 00:28:12.516681,28.494279337591934,77.0350286221222,57.0,33.9,Low,RD_013,Delhi
2025-07-29 01:28:12.516681,28.69515258223942,77.17275590585969,33.0,48.1,Low,RD_014,Delhi
2025-07-29 02:28:12.516681,28.749524002857083,77.09703301053739,25.0,42.5,Low,RD_015,Delhi
2025-07-29 03:28:12.516681,28.606698987841966,77.07953185242792,57.0,44.9,Low,RD_016,Delhi
2025-07-29 04:28:12.516681,28.7142532897892,77.32508267873786,55.0,41.5,Low,RD_017,Delhi
2025-07-29 05:28:12.516681,28.650063602504765,77.16222987986882,40.0,44.0,Low,RD_018,Delhi
2025-07-29 06:28:12.516681,28.54938802453949,77.24365038817308,65.0,47.5,Low,RD_019,Delhi
2025-07-29 07:28:12.516681,28.65003956055084,77.20430794211208,109.0,22.3,Medium,RD_020,Delhi
2025-07-29 08:28:12.516681,28.7677036566466,77.25670408272232,166.0,7.2,High,RD_021,Delhi
2025-07-29 09:28:12.516681,28.610317396089005,77.21668218910602,115.0,25.5,Medium,RD_022,Delhi
2025-07-29 10:28:12.516681,28.7703643655814,77.08070077758114,64.0,42.8,Low,RD_023,Delhi
2025-07-29 11:28:12.516681,28.351925489591025,77.30862668194472,78.0,35.6,Low,RD_024,Delhi
2025-07-29 12:28:12.516681,28.696090250437525,77.15962434168387,73.0,42.1,Low,RD_025,Delhi
2025-07-29 13:28:12.516681,28.622604706823818,77.05334181013403,39.0,51.3,Low,RD_026,Delhi
2025-07-29 14:28:12.516681,28.583999264953412,77.16618848390341,42.0,41.4,Low,RD_027,Delhi
2025-07-29 15:28:12.516681,28.62307607765355,77.35907597906343,67.0,30.9,Low,RD_028,Delhi
2025-07-29 16:28:12.516681,28.41514310853991,77.29402217421135,51.0,50.7,Low,RD_029,Delhi
2025-07-29 17:28:12.516681,28.59193281121625,77.17413478655922,128.0,20.6,High,RD_030,Delhi
2025-07-29 18:28:12.516681,28.649611257151175,77.17407422956816,138.0,10.6,High,RD_031,Delhi
2025-07-29 19:28:12.516681,28.761689404474154,77.17683649487826,163.0,17.1,High,RD_032,Delhi
2025-07-29 20:28:12.516681,28.562072978172637,77.41667479835608,41.0,56.7,Low,RD_033,Delhi
2025-07-29 21:28:12.516681,28.533050639710684,77.24719354522315,53.0,44.1,Low,RD_034,Delhi
2025-07-29 22:28:12.516681,28.563724295641546,77.25200416471911,69.0,34.3,Low,RD_035,Delhi
2025-07-29 23:28:12.516681,28.70544021177021,77.31202834540319,29.0,56.3,Low,RD_036,Delhi
2025-07-30 00:28:12.516681,28.64677511096597,77.23287891590266,40.0,45.0,Low,RD_037,Delhi
2025-07-30 01:28:12.516681,28.560923979623297,77.18309578541793,48.0,44.6,Low,RD_038,Delhi
2025-07-30 02:28:12.516681,28.665226743311337,77.18936501509151,82.0,33.4,Medium,RD_039,Delhi
2025-07-30 03:28:12.516681,28.623607754934806,77.20183987405859,47.0,40.9,Low,RD_040,Delhi
2025-07-30 04:28:12.516681,28.71076449905329,77.20527777634902,47.0,35.9,Low,RD_041,Delhi
2025-07-30 05:28:12.516681,28.543694690612266,77.2817629543637,38.0,57.6,Low,RD_042,Delhi
2025-07-30 06:28:12.516681,28.581133785340224,77.21419458858074,41.0,52.7,Low,RD_043,Delhi
2025-07-30 07:28:12.516681,28.574689184686786,77.28226400772157,137.0,11.9,High,RD_044,Delhi
2025-07-30 08:28:12.516681,28.46754850518679,77.20092834198914,98.0,23.6,Medium,RD_045,Delhi
2025-07-30 09:28:12.516681,28.643512027706457,77.2168635190316,134.0,19.8,High,RD_046,Delhi
2025-07-30 10:28:12.516681,28.64000552721799,77.0091799315468,37.0,38.9,Low,RD_047,Delhi
2025-07-30 11:28:12.516681,28.614411345664248,77.30063276747025,52.0,41.4,Low,RD_048,Delhi
2025-07-30 12:28:12.516681,28.590441286662486,77.2436488475898,74.0,30.8,Low,RD_049,Delhi
2025-07-30 13:28:12.516681,28.47236292579496,77.30880101098597,69.0,31.3,Low,RD_000,Delhi
2025-07-30 14:28:12.516681,28.571835467723464,76.91937446218063,58.0,40.6,Low,RD_001,Delhi
2025-07-30 15:28:12.516681,28.579628548347323,77.41783747047808,58.0,33.6,Low,RD_002,Delhi
2025-07-30 16:28:12.516681,28.53367227307784,77.19504103718448,63.0,43.1,Low,RD_003,Delhi
2025-07-30 17:28:12.516681,28.5977714288334,77.31981828167376,116.0,26.2,Medium,RD_004,Delhi
2025-07-30 18:28:12.516681,28.654305085681454,77.10500940728745,108.0,24.6,Medium,RD_005,Delhi
2025-07-30 19:28:12.516681,28.802518590121053,77.27027739050627,92.0,41.4,Medium,RD_006,Delhi
2025-07-30 20:28:12.516681,28.631357781283185,77.10365844368263,79.0,36.3,Low,RD_007,Delhi
2025-07-30 21:28:12.516681,28.639655039072277,77.14662310393042,44.0,44.8,Low,RD_008,Delhi
2025-07-30 22:28:12.516681,28.606455408423383,77.40040313538668,51.0,45.7,Low,RD_009,Delhi
2025-07-30 23:28:12.516681,28.4220228784701,77.18993175992367,57.0,41.9,Low,RD_010,Delhi
2025-07-31 00:28:12.516681,28.61124861245508,77.23074328731798,80.0,44.0,Low,RD_011,Delhi
2025-07-31 01:28:12.516681,28.619923020994104,77.29600677306888,32.0,47.4,Low,RD_012,Delhi
2025-07-31 02:28:12.516681,28.86022421124853,77.25856818879727,20.0,58.0,Low,RD_013,Delhi
2025-07-31 03:28:12.516681,28.594663903521887,77.22404189051436,47.0,45.9,Low,RD_014,Delhi
2025-07-31 04:28:12.516681,28.64405473423336,77.24549610024663,58.0,46.6,Low,RD_015,Delhi
2025-07-31 05:28:12.516681,28.610428823029476,77.44934155852383,66.0,44.2,Low,RD_016,Delhi
2025-07-31 06:28:12.516681,28.49703219623805,77.20323812029665,60.0,40.0,Low,RD_017,Delhi
2025-07-31 07:28:12.516681,28.728182281451502,77.2291099046715,174.0,13.8,High,RD_018,Delhi
2025-07-31 08:28:12.516681,28.689093303268677,77.31406543960077,133.0,29.1,High,RD_019,Delhi
2025-07-31 09:28:12.516681,28.693003194704307,77.3195525932958,130.0,11.0,High,RD_020,Delhi
2025-07-31 10:28:12.516681,28.522961254520528,77.32770303055604,79.0,31.3,Low,RD_021,Delhi
2025-07-31 11:28:12.516681,28.75417943109361,77.27287302220292,56.0,34.2,Low,RD_022,Delhi
2025-07-31 12:28:12.516681,28.47371489372077,77.09469950872696,44.0,49.8,Low,RD_023,Delhi
2025-07-31 13:28:12.516681,28.672585709380026,77.37234315323012,34.0,44.8,Low,RD_024,Delhi
2025-07-31 14:28:12.516681,28.832945562581,77.09436546069813,67.0,46.9,Low,RD_025,Delhi
2025-07-31 15:28:12.516681,28.514846367486932,77.2392635465239,43.0,46.1,Low,RD_026,Delhi
2025-07-31 16:28:12.516681,28.557270227039723,77.13357241499807,75.0,39.5,Low,RD_027,Delhi
2025-07-31 17:28:12.516681,28.623865136508766,77.2025861653407,139.0,10.3,High,RD_028,Delhi
2025-07-31 18:28:12.516681,28.56355243458838,77.24187624103035,114.0,22.8,Medium,RD_029,Delhi
2025-07-31 19:28:12.516681,28.458833656893386,77.24113572154504,167.0,9.9,High,RD_030,Delhi
2025-07-31 20:28:12.516681,28.620756297480604,77.25119207542353,73.0,28.1,Low,RD_031,Delhi
2025-07-31 21:28:12.516681,28.50766962862739,77.37037112690587,46.0,51.2,Low,RD_032,Delhi
2025-07-31 22:28:12.516681,28.66125924306352,77.2543534301514,32.0,57.4,Low,RD_033,Delhi
2025-07-31 23:28:12.516681,28.52195757657662,77.18458433647093,50.0,46.0,Low,RD_034,Delhi
2025-08-01 00:28:12.516681,28.768893440501756,77.30540871682884,55.0,48.5,Low,RD_035,Delhi
2025-08-01 01:28:12.516681,28.535574670766376,77.32794704889247,47.0,50.9,Low,RD_036,Delhi
2025-08-01 02:28:12.516681,28.581693848379434,77.0862392184863,58.0,43.6,Low,RD_037,Delhi
2025-08-01 03:28:12.516681,28.69525172173697,77.26874000698498,56.0,50.2,Low,RD_038,Delhi
2025-08-01 04:28:12.516681,28.490813568356604,77.2791172742311,50.0,40.0,Low,RD_039,Delhi
2025-08-01 05:28:12.516681,28.636645993460412,77.179243649664,48.0,40.6,Low,RD_040,Delhi
2025-08-01 06:28:12.516681,28.744614275428244,77.34657068133116,33.0,51.1,Low,RD_041,Delhi
2025-08-01 07:28:12.516681,28.45315167654388,77.19399444129675,141.0,23.7,High,RD_042,Delhi
2025-08-01 08:28:12.516681,28.632363385853232,77.22155764534716,164.0,15.8,High,RD_043,Delhi
2025-08-01 09:28:12.516681,28.639888279424845,77.19169281757162,114.0,22.8,Medium,RD_044,Delhi
2025-08-01 10:28:12.516681,28.692082287177733,77.21055790475815,42.0,46.4,Low,RD_045,Delhi
2025-08-01 11:28:12.516681,28.490204928912192,77.09937249131049,37.0,41.9,Low,RD_046,Delhi
2025-08-01 12:28:12.516681,28.481854338691573,77.06499491174057,76.0,27.2,Low,RD_047,Delhi
2025-08-01 13:28:12.516681,28.66609415656169,77.3684505063225,72.0,34.4,Low,RD_048,Delhi
2025-08-01 14:28:12.516681,28.64359846732332,77.12430386516817,46.0,55.2,Low,RD_049,Delhi
2025-08-01 15:28:12.516681,28.638949285034588,77.10986076505438,53.0,51.1,Low,RD_000,Delhi
2025-08-01 16:28:12.516681,28.6485448209497,76.99366098863963,51.0,45.7,Low,RD_001,Delhi
2025-08-01 17:28:12.516681,28.54589752784215,77.14510382523105,124.0,21.8,High,RD_002,Delhi
2025-08-01 18:28:12.516681,28.637125369716102,77.07669102065925,151.0,13.7,High,RD_003,Delhi
2025-08-01 19:28:12.516681,28.64320724732987,77.37320151601364,142.0,16.4,High,RD_004,Delhi
2025-08-01 20:28:12.516681,28.542464858197363,77.30998170893427,69.0,30.3,Low,RD_005,Delhi
2025-08-01 21:28:12.516681,28.800477451114478,77.14018496548223,37.0,53.9,Low,RD_006,Delhi
2025-08-01 22:28:12.516681,28.66128329209118,77.43424358053443,57.0,36.9,Low,RD_007,Delhi
2025-08-01 23:28:12.516681,28.494769650279736,77.30717654869916,64.0,32.8,Low,RD_008,Delhi
2025-08-02 00:28:12.516681,28.679555360863382,77.17651686164915,20.7,55.8,Low,RD_009,Delhi
2025-08-02 01:28:12.516681,28.51643183297727,76.95905942851265,42.3,45.3,Low,RD_010,Delhi
2025-08-02 02:28:12.516681,28.692608460374245,77.43809425725908,41.699999999999996,38.5,Low,RD_011,Delhi
2025-08-02 03:28:12.516681,28.729759557900742,77.07004275332365,13.599999999999994,51.9,Low,RD_012,Delhi
2025-08-02 04:28:12.516681,28.53183176816483,77.04446012530431,14.199999999999996,64.7,Low,RD_013,Delhi
2025-08-02 05:28:12.516681,28.710237612924434,77.31125704320097,43.3,39.0,Low,RD_014,Delhi
2025-08-02 06:28:12.516681,28.65517809269365,77.45297524063393,49.0,51.3,Low,RD_015,Delhi
2025-08-02 07:28:12.516681,28.69610601599945,77.34742728185105,102.6,32.2,Medium,RD_016,Delhi
2025-08-02 08:28:12.516681,28.803579298265397,77.26539091200524,78.19999999999999,38.5,Low,RD_017,Delhi
2025-08-02 09:28:12.516681,28.589361188399714,77.26847543416653,88.6,40.4,Medium,RD_018,Delhi
2025-08-02 10:28:12.516681,28.538526383564253,77.29434155587803,18.0,44.6,Low,RD_019,Delhi
2025-08-02 11:28:12.516681,28.524948557037447,77.28489285897868,64.0,30.8,Low,RD_020,Delhi
2025-08-02 12:28:12.516681,28.532318971503457,77.23711914239693,40.0,50.0,Low,RD_021,Delhi
2025-08-02 13:28:12.516681,28.60618982905859,77.21942011039519,34.0,58.8,Low,RD_022,Delhi
2025-08-02 14:28:12.516681,28.648015197481666,77.20274068721005,37.0,47.9,Low,RD_023,Delhi
2025-08-02 15:28:12.516681,28.641569079933003,77.13360354111333,25.0,50.5,Low,RD_024,Delhi
2025-08-02 16:28:12.516681,28.696618324903604,77.18093249231333,55.0,37.5,Low,RD_025,Delhi
2025-08-02 17:28:12.516681,28.615200189187792,77.03970431858046,66.0,31.2,Low,RD_026,Delhi
2025-08-02 18:28:12.516681,28.759253407715732,77.19916603732052,120.8,16.8,High,RD_027,Delhi
2025-08-02 19:28:12.516681,28.587434316676205,77.1101408892849,62.8,49.2,Low,RD_028,Delhi
2025-08-02 20:28:12.516681,28.885916916658964,77.09864106827843,35.0,41.5,Low,RD_029,Delhi
2025-08-02 21:28:12.516681,28.6764667347765,77.22698941511536,26.0,60.2,Low,RD_030,Delhi
2025-08-02 22:28:12.516681,28.52818424435837,77.34820022863447,57.599999999999994,38.7,Low,RD_031,Delhi
2025-08-02 23:28:12.516681,28.50681075019389,77.30083166060024,16.799999999999997,52.0,Low,RD_032,Delhi
2025-08-03 00:28:12.516681,28.66214724152432,77.05194993963768,23.799999999999997,55.9,Low,RD_033,Delhi
2025-08-03 01:28:12.516681,28.591553721467417,77.11003718634296,25.099999999999998,51.5,Low,RD_034,Delhi
2025-08-03 02:28:12.516681,28.68530004940921,77.30307711879883,28.299999999999997,58.5,Low,RD_035,Delhi
2025-08-03 03:28:12.516681,28.661223762457354,77.11075126064617,58.3,39.5,Low,RD_036,Delhi
2025-08-03 04:28:12.516681,28.606617108734312,77.1865366850003,53.599999999999994,51.9,Low,RD_037,Delhi
2025-08-03 05:28:12.516681,28.529220628193162,77.26400520990246,49.5,48.1,Low,RD_038,Delhi
2025-08-03 06:28:12.516681,28.462415277531413,77.11216555451364,42.0,50.4,Low,RD_039,Delhi
2025-08-03 07:28:12.516681,28.5692485047933,77.2195375506146,71.19999999999999,42.6,Low,RD_040,Delhi
2025-08-03 08:28:12.516681,28.699539879432347,77.07559745050818,109.8,17.1,Medium,RD_041,Delhi
2025-08-03 09:28:12.516681,28.635309374413023,77.14886323560488,97.39999999999999,27.8,Medium,RD_042,Delhi
2025-08-03 10:28:12.516681,28.4893261221288,77.24097819341425,50.0,36.0,Low,RD_043,Delhi
2025-08-03 11:28:12.516681,28.63121809258512,77.04970062664684,43.0,46.1,Low,RD_044,Delhi
2025-08-03 12:28:12.516681,28.652431737972886,77.25304747379604,18.0,46.6,Low,RD_045,Delhi
2025-08-03 13:28:12.516681,28.52551425637989,77.20703622010734,48.0,51.6,Low,RD_046,Delhi
2025-08-03 14:28:12.516681,28.629272510594554,77.26424899544172,37.0,57.9,Low,RD_047,Delhi
2025-08-03 15:28:12.516681,28.6197208718446,77.23139141340647,37.0,50.9,Low,RD_048,Delhi
2025-08-03 16:28:12.516681,28.499602970216937,77.34541404299739,19.0,52.3,Low,RD_049,Delhi
2025-08-03 17:28:12.516681,28.64967873603483,77.2215224502648,89.5,32.2,Medium,RD_000,Delhi
2025-08-03 18:28:12.516681,28.669978452636826,77.16605944588748,83.3,31.0,Medium,RD_001,Delhi
2025-08-03 19:28:12.516681,28.72220512431753,77.22122975030324,95.89999999999999,40.2,Medium,RD_002,Delhi
2025-08-03 20:28:12.516681,28.719280205203493,77.26332980290364,17.0,62.9,Low,RD_003,Delhi
2025-08-03 21:28:12.516681,28.47613306320429,77.21388600703257,36.0,53.2,Low,RD_004,Delhi
2025-08-03 22:28:12.516681,28.52011749600849,77.21305916912038,30.099999999999998,52.0,Low,RD_005,Delhi
2025-08-03 23:28:12.516681,28.665403526720866,77.13880083121933,39.5,52.1,Low,RD_006,Delhi
2025-08-04 00:28:12.516681,28.665278595091223,77.14270990824491,22.0,55.4,Low,RD_007,Delhi
2025-08-04 01:28:12.516681,28.665404768630605,77.06873947282003,81.0,29.7,Medium,RD_008,Delhi
2025-08-04 02:28:12.516681,28.999173149065474,77.3839576743187,81.0,43.7,Medium,RD_009,Delhi
2025-08-04 03:28:12.516681,28.670989051069316,77.08461367646088,70.0,43.0,Low,RD_010,Delhi
2025-08-04 04:28:12.516681,28.727456564018063,77.13970948022042,66.0,36.2,Low,RD_011,Delhi
2025-08-04 05:28:12.516681,28.70930017634932,77.13715927344309,46.0,43.2,Low,RD_012,Delhi
2025-08-04 06:28:12.516681,28.67903912513058,77.29849243769445,78.0,41.6,Low,RD_013,Delhi
2025-08-04 07:28:12.516681,28.582373075535966,77.1795050321708,151.0,13.7,High,RD_014,Delhi
2025-08-04 08:28:12.516681,28.68979692204933,77.33377420726738,144.0,14.8,High,RD_015,Delhi
2025-08-04 09:28:12.516681,28.536617478546244,77.14165093757562,106.0,27.2,Medium,RD_016,Delhi
2025-08-04 10:28:12.516681,28.590218139326,77.23689941622239,51.0,50.7,Low,RD_017,Delhi
2025-08-04 11:28:12.516681,28.56536364521709,77.12546529467403,33.0,55.1,Low,RD_018,Delhi
2025-08-04 12:28:12.516681,28.622087413938633,77.42351491277734,76.0,31.2,Low,RD_019,Delhi
2025-08-04 13:28:12.516681,28.845365856667353,77.09024015809705,67.0,45.9,Low,RD_020,Delhi
2025-08-04 14:28:12.516681,28.427173480740827,77.23998207102271,30.0,59.0,Low,RD_021,Delhi
2025-08-04 15:28:12.516681,28.682526019037454,77.27237768809321,65.0,46.5,Low,RD_022,Delhi
2025-08-04 16:28:12.516681,28.452628412881037,77.25037990974515,70.0,30.0,Low,RD_023,Delhi
2025-08-04 17:28:12.516681,28.566706813421057,77.19047123411224,133.0,16.1,High,RD_024,Delhi
2025-08-04 18:28:12.516681,28.722795059696736,77.19601793002666,85.0,38.5,Medium,RD_025,Delhi
2025-08-04 19:28:12.516681,28.62032800190955,77.21338114719791,140.0,24.0,High,RD_026,Delhi
2025-08-04 20:28:12.516681,28.50612552220707,77.19429979983715,63.0,39.1,Low,RD_027,Delhi
2025-08-04 21:28:12.516681,28.542369629074003,77.30538791167949,58.0,40.6,Low,RD_028,Delhi
2025-08-04 22:28:12.516681,28.681859774893468,77.43005230015913,27.0,46.9,Low,RD_029,Delhi
2025-08-04 23:28:12.516681,28.540863336828288,77.15325082149921,31.0,56.7,Low,RD_030,Delhi
2025-08-05 00:28:12.516681,28.6355458589582,77.0720197020421,37.0,53.9,Low,RD_031,Delhi
2025-08-05 01:28:12.516681,28.618457183990383,77.20017179516488,68.0,29.6,Low,RD_032,Delhi
2025-08-05 02:28:12.516681,28.54873996523942,77.46697093376544,28.0,55.6,Low,RD_033,Delhi
2025-08-05 03:28:12.516681,28.828294408932532,77.12863254320303,44.0,39.8,Low,RD_034,Delhi
2025-08-05 04:28:12.516681,28.6772919022318,77.3729116805444,75.0,45.5,Low,RD_035,Delhi
2025-08-05 05:28:12.516681,28.41138574133424,77.37677008140764,54.0,40.8,Low,RD_036,Delhi
2025-08-05 06:28:12.516681,28.632545431476945,77.15364117582921,43.0,37.1,Low,RD_037,Delhi
2025-08-05 07:28:12.516681,28.547721353523162,77.26589830791853,126.0,15.2,High,RD_038,Delhi
2025-08-05 08:28:12.516681,28.699143333479622,77.37183966231285,131.0,28.7,High,RD_039,Delhi
2025-08-05 09:28:12.516681,28.53464792615673,77.17108722590126,117.0,30.9,Medium,RD_040,Delhi
2025-08-05 10:28:12.516681,28.60242635585331,77.18864196398977,69.0,47.3,Low,RD_041,Delhi
2025-08-05 11:28:12.516681,28.664398727898046,77.15083190860514,30.0,45.0,Low,RD_042,Delhi
2025-08-05 12:28:12.516681,28.70047551941701,77.10752432693072,56.0,48.2,Low,RD_043,Delhi
2025-08-05 13:28:12.516681,28.493870359294423,77.1440722454934,35.0,46.5,Low,RD_044,Delhi
2025-08-05 14:28:12.516681,28.580449876415905,77.08660597332377,42.0,52.4,Low,RD_045,Delhi
2025-08-05 15:28:12.516681,28.566405468883904,77.21240834682592,64.0,48.8,Low,RD_046,Delhi
2025-08-05 16:28:12.516681,28.54856707674263,77.13200267689415,41.0,52.7,Low,RD_047,Delhi
2025-08-05 17:28:12.516681,28.79044542402811,77.23237859117908,131.0,29.7,High,RD_048,Delhi
2025-08-05 18:28:12.516681,28.654398171096098,77.05341043537965,113.0,27.1,Medium,RD_049,Delhi
2025-08-05 19:28:12.516681,28.487811604566495,77.24208802322146,103.0,37.1,Medium,RD_000,Delhi
2025-08-05 20:28:12.516681,28.70568619470548,77.29235289616089,66.0,37.2,Low,RD_001,Delhi
2025-08-05 21:28:12.516681,28.826115619701266,77.00962643574286,36.0,52.2,Low,RD_002,Delhi
2025-08-05 22:28:12.516681,28.717146526055117,77.24640565698476,35.0,56.5,Low,RD_003,Delhi
2025-08-05 23:28:12.516681,28.4619630034046,77.33176689924733,43.0,55.1,Low,RD_004,Delhi
2025-08-06 00:28:12.516681,28.565476592713377,77.08803589813088,42.0,44.4,Low,RD_005,Delhi
2025-08-06 01:28:12.516681,28.740591114918665,77.37625723868378,69.0,45.3,Low,RD_006,Delhi
2025-08-06 02:28:12.516681,28.543133053438122,77.25090190093661,31.0,44.7,Low,RD_007,Delhi
2025-08-06 03:28:12.516681,28.658281942814625,77.13849881442417,47.0,51.9,Low,RD_008,Delhi
2025-08-06 04:28:12.516681,28.691363405342933,77.20342309223423,47.0,39.9,Low,RD_009,Delhi
