date,latitude,longitude,temperature_c,humidity_percent,rainfall_mm,wind_speed_kmh,pressure_hpa,visibility_km,station_id,city
2024-09-16,28.686715035575475,77.20084527312163,24.3,55.8,0.1,8.6,1041.4,6.2,WS_002,Delhi
2024-09-17,28.57932565198783,77.22266802031058,29.0,66.6,0.0,1.3,997.3,9.8,WS_003,Delhi
2024-09-18,28.641926008178267,77.22288888593435,29.8,72.3,21.0,4.9,991.4,14.6,WS_004,Delhi
2024-09-19,28.61904935552314,77.2471041893203,26.6,72.0,0.0,1.4,1032.4,10.7,WS_005,Delhi
2024-09-20,28.613668216550668,77.2050924353506,32.5,67.1,0.0,9.3,1020.6,11.5,WS_006,Delhi
2024-09-21,28.641981827313995,77.20490482586419,27.0,94.3,14.3,14.0,1012.5,4.9,WS_007,Delhi
2024-09-22,28.625622528660283,77.21727189882655,30.2,75.6,18.0,0.5,1005.5,14.3,WS_008,Delhi
2024-09-23,28.61660873430764,77.20336392293001,30.5,79.9,7.1,4.3,1030.6,10.0,WS_009,Delhi
2024-09-24,28.619482507011135,77.1954540246235,24.2,70.4,5.4,3.4,1026.8,9.0,WS_000,Delhi
2024-09-25,28.62877433457919,77.18518148153522,20.3,62.0,6.0,11.4,1005.5,9.3,WS_001,Delhi
2024-09-26,28.586591074537466,77.20561087635411,30.5,72.6,2.3,0.9,1023.7,7.8,WS_002,Delhi
2024-09-27,28.614966517194613,77.24328178953726,31.0,67.9,2.9,0.5,1027.9,10.8,WS_003,Delhi
2024-09-28,28.588371136507654,77.23972716432507,32.8,100.0,0.0,0.6,1025.9,14.4,WS_004,Delhi
2024-09-29,28.61134236962177,77.17860103672975,32.1,96.5,2.2,13.3,1038.3,10.3,WS_005,Delhi
2024-09-30,28.58669656325829,77.21515379375066,19.7,96.1,10.4,9.8,1050.7,5.3,WS_006,Delhi
2024-10-01,28.5853338244792,77.22451438310101,21.9,64.2,0.0,20.1,1029.5,11.6,WS_007,Delhi
2024-10-02,28.631692288602522,77.21012581249714,29.4,78.9,11.3,4.1,974.1,9.1,WS_008,Delhi
2024-10-03,28.595247824104955,77.19557699868484,23.6,85.4,0.0,0.7,1007.8,9.1,WS_009,Delhi
2024-10-04,28.581960417103996,77.22704405588865,27.0,58.6,0.0,3.0,1031.6,6.7,WS_000,Delhi
2024-10-05,28.599998003335703,77.24486492183956,33.3,46.7,0.0,7.3,1029.1,4.4,WS_001,Delhi
2024-10-06,28.60847010855663,77.21880701135098,33.9,58.3,0.0,6.8,992.3,6.5,WS_002,Delhi
2024-10-07,28.569498624046776,77.20149012151103,26.8,69.6,0.0,8.3,1010.2,12.1,WS_003,Delhi
2024-10-08,28.60984276980378,77.20467658566524,10.8,74.5,0.0,1.1,976.3,7.2,WS_004,Delhi
2024-10-09,28.633701244248307,77.20182487093139,23.4,65.2,0.0,19.1,1030.2,9.9,WS_005,Delhi
2024-10-10,28.65507605755756,77.22276306988313,25.5,72.5,0.0,5.2,1005.2,10.9,WS_006,Delhi
2024-10-11,28.58086136812936,77.25241378269872,28.8,78.8,0.0,0.7,1010.8,7.2,WS_007,Delhi
2024-10-12,28.67183923508906,77.2208209813901,23.7,67.4,0.0,26.8,1020.6,16.9,WS_008,Delhi
2024-10-13,28.606229426786392,77.20011425937025,25.3,66.2,0.0,13.1,1022.0,8.1,WS_009,Delhi
2024-10-14,28.652046558600595,77.23655859565218,13.6,45.0,0.0,15.0,1037.1,10.5,WS_000,Delhi
2024-10-15,28.612227605005785,77.22673042918942,29.7,61.5,0.0,6.9,1040.0,8.0,WS_001,Delhi
2024-10-16,28.61237924917581,77.21396102271142,32.0,57.1,7.5,0.7,994.4,15.8,WS_002,Delhi
2024-10-17,28.60866880172332,77.22937115022823,19.1,79.7,0.0,1.8,1020.4,4.8,WS_003,Delhi
2024-10-18,28.63873126518737,77.18524174995929,23.3,67.7,0.0,22.8,1051.3,11.2,WS_004,Delhi
2024-10-19,28.63081025739318,77.2039160781465,25.5,66.5,0.0,14.8,1025.0,14.3,WS_005,Delhi
2024-10-20,28.563861721713838,77.23085876788966,23.2,55.7,0.0,27.0,974.9,9.8,WS_006,Delhi
2024-10-21,28.622604595808856,77.22684259826846,21.9,56.4,0.0,4.3,985.9,12.2,WS_007,Delhi
2024-10-22,28.61404847512462,77.20757599136486,24.1,52.8,0.0,2.2,964.4,11.6,WS_008,Delhi
2024-10-23,28.60210851643662,77.23685481295833,20.7,79.0,0.0,5.3,998.1,9.5,WS_009,Delhi
2024-10-24,28.645362194332055,77.20857066714751,26.8,68.4,0.0,8.4,1002.6,12.9,WS_000,Delhi
2024-10-25,28.597655414972643,77.20268809233296,15.3,74.0,0.0,0.2,1000.0,18.3,WS_001,Delhi
2024-10-26,28.591942581562225,77.19881747826864,26.4,38.5,0.0,0.3,996.4,13.3,WS_002,Delhi
2024-10-27,28.59695164467465,77.25399640540651,18.1,69.1,0.0,5.5,990.6,10.6,WS_003,Delhi
2024-10-28,28.602136951465827,77.20618937109263,26.4,61.4,0.0,2.5,1023.7,6.4,WS_004,Delhi
2024-10-29,28.634117366238314,77.21904372870068,27.2,83.9,10.3,8.0,1000.8,11.9,WS_005,Delhi
2024-10-30,28.61075851194517,77.238171623229,23.6,78.9,0.0,0.6,1024.3,9.8,WS_006,Delhi
2024-10-31,28.590588426708106,77.18242197731102,25.3,69.8,0.0,0.9,1019.8,13.8,WS_007,Delhi
2024-11-01,28.650167450031923,77.20883529589808,26.0,75.2,0.0,14.6,1028.4,15.6,WS_008,Delhi
2024-11-02,28.597923461188792,77.2193194215667,37.8,62.2,0.0,4.0,996.0,7.7,WS_009,Delhi
2024-11-03,28.623720061538872,77.20416520507516,23.2,61.6,13.8,6.9,1041.7,13.0,WS_000,Delhi
2024-11-04,28.639769897518295,77.1990415232898,25.3,61.6,23.7,51.7,1003.8,11.6,WS_001,Delhi
2024-11-05,28.584489107109228,77.21746763126738,25.3,61.7,0.0,5.5,1034.6,10.3,WS_002,Delhi
2024-11-06,28.591436358619276,77.20258036040532,23.3,54.8,0.0,15.1,979.5,13.4,WS_003,Delhi
2024-11-07,28.616534416059007,77.2132078382596,19.4,86.6,0.0,2.4,1007.4,8.3,WS_004,Delhi
2024-11-08,28.62376483827023,77.23597652695295,31.9,74.5,0.0,4.0,997.6,8.2,WS_005,Delhi
2024-11-09,28.623923187856946,77.1994150992995,26.4,56.9,13.4,5.3,1027.7,12.8,WS_006,Delhi
2024-11-10,28.635130862394323,77.16571025665704,30.3,72.0,0.0,10.7,1036.1,12.4,WS_007,Delhi
2024-11-11,28.5872365326572,77.22278303853538,30.8,47.8,0.0,0.7,999.7,10.4,WS_008,Delhi
2024-11-12,28.597773709225407,77.18971508607335,25.0,73.5,0.0,6.6,1015.2,6.8,WS_009,Delhi
2024-11-13,28.60895975526888,77.18033721638292,27.4,89.0,0.0,2.9,992.5,6.1,WS_000,Delhi
2024-11-14,28.59919293947376,77.23574168861589,28.3,66.3,0.0,2.4,1015.7,11.7,WS_001,Delhi
2024-11-15,28.621878555571833,77.21523274816388,22.7,51.0,0.0,1.5,1044.9,7.2,WS_002,Delhi
2024-11-16,28.61688673557423,77.2004775941459,24.9,66.7,0.0,4.3,996.7,5.1,WS_003,Delhi
2024-11-17,28.60935111286412,77.20219166482971,28.4,58.6,0.0,16.8,1005.8,7.2,WS_004,Delhi
2024-11-18,28.645562010752798,77.23664003856408,27.6,65.7,0.0,21.0,997.0,11.6,WS_005,Delhi
2024-11-19,28.652932977753686,77.1664185589684,30.5,56.9,0.0,6.6,988.8,6.5,WS_006,Delhi
2024-11-20,28.612232312897206,77.2233744604049,27.2,63.8,0.0,1.9,1000.3,8.7,WS_007,Delhi
2024-11-21,28.653442045928692,77.2107734357701,29.4,68.4,0.0,2.6,1025.7,8.2,WS_008,Delhi
2024-11-22,28.608155143354868,77.19477055610477,16.3,54.2,0.0,6.4,976.2,8.0,WS_009,Delhi
2024-11-23,28.5986198978079,77.1925480462435,27.3,55.6,3.1,3.3,1011.2,4.6,WS_000,Delhi
2024-11-24,28.621878131213048,77.22338627723187,24.8,58.8,0.0,2.1,1006.3,9.4,WS_001,Delhi
2024-11-25,28.611142369822502,77.23445043678211,25.5,53.5,0.0,1.0,1009.4,10.2,WS_002,Delhi
2024-11-26,28.662054998864942,77.22029825226052,23.5,74.7,0.7,3.9,995.0,15.0,WS_003,Delhi
2024-11-27,28.65917058003659,77.22229040508388,28.7,66.6,12.9,7.6,1019.0,9.9,WS_004,Delhi
2024-11-28,28.64413888319223,77.26248274627193,22.6,76.5,0.0,10.1,997.1,6.4,WS_005,Delhi
2024-11-29,28.599392591988867,77.19817580696154,25.7,64.6,2.2,5.3,1010.6,4.7,WS_006,Delhi
2024-11-30,28.606372610744863,77.17510887459662,25.5,50.4,0.0,11.7,974.7,13.6,WS_007,Delhi
2024-12-01,28.634078543899985,77.20500264173563,30.2,70.6,0.0,1.1,1007.3,11.3,WS_008,Delhi
2024-12-02,28.600354509549966,77.21634729022365,20.1,66.0,0.0,10.0,1019.7,9.4,WS_009,Delhi
2024-12-03,28.64453182596787,77.21145228895287,22.2,71.7,0.0,9.0,1019.3,13.4,WS_000,Delhi
2024-12-04,28.61123849688906,77.22479962455976,28.1,53.9,0.0,6.2,996.3,9.8,WS_001,Delhi
2024-12-05,28.600769560528803,77.22651751911665,13.9,71.2,0.0,1.3,993.0,9.2,WS_002,Delhi
2024-12-06,28.6104214285178,77.20636186382053,22.6,61.0,0.0,8.8,1005.3,9.8,WS_003,Delhi
2024-12-07,28.589728336325248,77.23262928613913,19.0,69.2,3.4,4.5,997.7,9.4,WS_004,Delhi
2024-12-08,28.645541506753037,77.21332493262017,31.3,80.0,0.0,3.4,1020.9,4.6,WS_005,Delhi
2024-12-09,28.63770476814257,77.19699491238038,26.7,62.0,0.0,34.1,996.1,14.8,WS_006,Delhi
2024-12-10,28.62706175002448,77.23384105292098,34.2,62.1,0.0,0.8,1028.3,9.7,WS_007,Delhi
2024-12-11,28.644165917673085,77.24818278661809,31.7,63.5,0.0,2.7,1013.6,8.9,WS_008,Delhi
2024-12-12,28.61950366929303,77.20573577967407,19.9,52.6,1.7,5.6,1001.4,9.8,WS_009,Delhi
2024-12-13,28.63290868707427,77.20144976557754,25.4,75.6,0.0,0.6,1020.0,8.7,WS_000,Delhi
2024-12-14,28.627422369090826,77.17321757152054,22.0,61.0,0.0,32.5,1007.9,11.2,WS_001,Delhi
2024-12-15,28.570753399986707,77.26488135304051,27.2,49.0,0.0,4.3,991.3,10.8,WS_002,Delhi
2024-12-16,28.60711781064707,77.17601754005031,28.8,50.8,6.2,2.9,1022.4,11.1,WS_003,Delhi
2024-12-17,28.620509110331177,77.21206624367159,21.0,55.0,0.0,5.7,1004.1,9.9,WS_004,Delhi
2024-12-18,28.603746975583373,77.20726783619219,30.8,58.5,0.0,2.5,1010.7,13.2,WS_005,Delhi
2024-12-19,28.627995889418955,77.20888815600307,30.7,56.3,0.0,7.7,1054.4,4.3,WS_006,Delhi
2024-12-20,28.6138003764185,77.21269026716085,30.0,81.9,0.0,16.8,990.5,10.8,WS_007,Delhi
2024-12-21,28.643168027601174,77.21440806885897,16.7,47.7,0.0,6.5,997.3,16.7,WS_008,Delhi
2024-12-22,28.648752511286382,77.23556384592494,22.5,53.0,0.0,0.5,1001.0,7.6,WS_009,Delhi
2024-12-23,28.649579028267127,77.20692854600281,17.4,61.1,0.0,3.9,1013.8,12.3,WS_000,Delhi
2024-12-24,28.637383259645294,77.23530922841144,32.8,65.8,0.0,2.5,1022.0,14.9,WS_001,Delhi
2024-12-25,28.608643847324505,77.20433824378111,19.3,76.0,0.0,6.0,1017.4,6.7,WS_002,Delhi
2024-12-26,28.650507477917323,77.21277480641845,31.3,86.6,0.0,2.1,999.3,10.5,WS_003,Delhi
2024-12-27,28.591014760363137,77.19887450432763,32.5,77.1,0.0,40.5,989.4,3.8,WS_004,Delhi
2024-12-28,28.573501480854997,77.21201115632502,25.3,70.6,0.0,10.6,1036.2,7.6,WS_005,Delhi
2024-12-29,28.623613733044092,77.23870411916499,20.4,71.6,0.0,16.0,987.1,8.4,WS_006,Delhi
2024-12-30,28.589320660078478,77.21278256517424,18.8,68.6,0.0,4.9,1003.6,9.6,WS_007,Delhi
2024-12-31,28.60631909430654,77.20439504242063,25.6,46.9,0.0,0.9,974.1,6.6,WS_008,Delhi
2025-01-01,28.613682861724538,77.22664977915916,22.9,68.6,0.0,0.7,1001.2,3.4,WS_009,Delhi
2025-01-02,28.640705383617565,77.19748602472723,17.3,66.9,0.0,2.6,1010.7,6.1,WS_000,Delhi
2025-01-03,28.61373181078451,77.21101168629949,23.5,66.0,0.5,9.3,1004.6,10.6,WS_001,Delhi
2025-01-04,28.598104691138623,77.2196942075395,28.6,58.4,0.0,2.9,1001.9,11.4,WS_002,Delhi
2025-01-05,28.629802202687458,77.24491200957347,24.2,64.7,0.0,1.6,996.0,9.8,WS_003,Delhi
2025-01-06,28.62212759210321,77.23990490801415,27.5,72.3,0.0,0.1,1028.1,11.5,WS_004,Delhi
2025-01-07,28.614962714586877,77.1942783611565,31.7,64.7,0.0,13.2,985.3,13.1,WS_005,Delhi
2025-01-08,28.605403671355933,77.20689579175966,25.1,63.3,0.0,3.2,1063.7,15.5,WS_006,Delhi
2025-01-09,28.6300636349619,77.20301874974808,21.9,54.1,5.7,3.1,981.4,8.0,WS_007,Delhi
2025-01-10,28.597347727023262,77.22133190716308,27.4,42.3,0.0,9.0,1025.7,6.4,WS_008,Delhi
2025-01-11,28.578329178556647,77.24007284242421,22.3,82.3,0.0,7.4,1014.6,11.3,WS_009,Delhi
2025-01-12,28.606750340047824,77.20557740013513,18.7,73.7,0.0,6.5,1026.9,11.4,WS_000,Delhi
2025-01-13,28.632188796651537,77.19944703403561,24.3,69.5,0.6,31.4,1022.2,11.4,WS_001,Delhi
2025-01-14,28.644804648224834,77.18678851375772,19.6,71.0,0.0,5.1,1003.6,8.9,WS_002,Delhi
2025-01-15,28.596178875689642,77.23629087961775,24.4,80.6,0.0,0.4,1013.0,8.1,WS_003,Delhi
2025-01-16,28.610773991389415,77.24150936953448,27.1,58.8,0.0,0.0,1004.9,8.8,WS_004,Delhi
2025-01-17,28.60971478516042,77.20815943516024,16.6,57.5,0.0,4.4,1034.2,10.8,WS_005,Delhi
2025-01-18,28.646184051168532,77.20261117786917,26.5,68.7,0.0,20.2,1005.9,9.5,WS_006,Delhi
2025-01-19,28.630042119966156,77.20675415328346,25.7,67.6,13.6,20.6,1039.7,12.0,WS_007,Delhi
2025-01-20,28.59559739736838,77.19033552799723,21.6,59.3,0.0,3.5,1030.6,11.1,WS_008,Delhi
2025-01-21,28.57046046018065,77.19521191177301,28.7,71.9,0.0,15.7,1001.5,9.6,WS_009,Delhi
2025-01-22,28.659105633868425,77.19178484642123,29.1,53.0,0.0,15.1,1040.3,10.4,WS_000,Delhi
2025-01-23,28.582200088352526,77.23710250869769,25.6,68.8,3.2,3.3,994.0,10.5,WS_001,Delhi
2025-01-24,28.66422110826013,77.24394001398989,25.9,62.1,0.0,5.3,1022.8,12.2,WS_002,Delhi
2025-01-25,28.611163836586254,77.1970870096927,18.3,43.7,1.1,6.5,1027.2,6.9,WS_003,Delhi
2025-01-26,28.605392954858495,77.19882436668524,26.3,55.5,0.0,3.4,999.3,9.6,WS_004,Delhi
2025-01-27,28.583826717669588,77.21458113008617,20.6,74.3,0.0,14.0,1027.2,13.0,WS_005,Delhi
2025-01-28,28.62222848728824,77.21919485634626,29.1,70.9,0.0,21.6,1015.7,8.6,WS_006,Delhi
2025-01-29,28.598405212479985,77.21969353160539,19.4,63.7,0.0,4.0,987.8,13.2,WS_007,Delhi
2025-01-30,28.60937384396289,77.20529214605727,18.3,77.2,0.0,10.6,985.9,7.9,WS_008,Delhi
2025-01-31,28.63611824059187,77.20429889616565,32.1,75.5,0.0,10.8,1057.7,12.3,WS_009,Delhi
2025-02-01,28.606600932704623,77.20331530331762,32.8,38.4,0.0,25.3,999.9,7.0,WS_000,Delhi
2025-02-02,28.59583941601731,77.1804467840034,19.5,57.7,0.0,29.4,1028.5,9.7,WS_001,Delhi
2025-02-03,28.579884096965852,77.18457327350801,20.1,60.8,0.0,2.0,1000.1,7.9,WS_002,Delhi
2025-02-04,28.594845323321714,77.23079238984786,23.4,71.6,0.0,0.3,1037.4,10.1,WS_003,Delhi
2025-02-05,28.5819997916729,77.19430713615522,26.1,75.0,5.1,2.7,986.6,12.5,WS_004,Delhi
2025-02-06,28.626375495494642,77.21349846200252,25.0,71.1,0.0,3.9,990.5,10.1,WS_005,Delhi
2025-02-07,28.65483464697884,77.21063399545442,30.0,47.5,11.6,1.2,1010.7,11.5,WS_006,Delhi
2025-02-08,28.616202196605517,77.22102958468216,32.3,47.5,0.0,9.9,1024.0,12.8,WS_007,Delhi
2025-02-09,28.585547551188093,77.17757028240489,25.1,63.6,0.0,8.2,1040.5,11.3,WS_008,Delhi
2025-02-10,28.612073736805414,77.21657070542058,16.7,81.4,0.0,13.8,1008.8,13.1,WS_009,Delhi
2025-02-11,28.618810175536815,77.17140681590463,31.5,47.4,0.0,7.9,1027.8,10.8,WS_000,Delhi
2025-02-12,28.611701528395695,77.21303152628259,22.8,73.8,0.0,0.9,988.7,14.7,WS_001,Delhi
2025-02-13,28.62730766828432,77.17936377628845,38.1,77.2,0.0,15.0,1015.2,15.2,WS_002,Delhi
2025-02-14,28.612725109678113,77.20293719003404,24.6,71.1,1.2,4.6,998.4,7.1,WS_003,Delhi
2025-02-15,28.592928004852617,77.22378961998804,26.1,67.6,0.2,7.2,981.6,13.1,WS_004,Delhi
2025-02-16,28.580170300742342,77.23561586463181,25.5,85.0,0.0,4.3,1002.9,12.5,WS_005,Delhi
2025-02-17,28.61616423505023,77.24444777776795,23.8,72.0,0.0,3.1,1009.1,9.2,WS_006,Delhi
2025-02-18,28.63004720699251,77.19560379018476,24.8,77.0,0.1,32.2,1033.6,3.4,WS_007,Delhi
2025-02-19,28.616858108683186,77.23347463377867,23.8,57.6,0.0,7.4,976.4,9.3,WS_008,Delhi
2025-02-20,28.587978353006704,77.193970209765,25.6,89.9,0.8,0.5,992.2,8.3,WS_009,Delhi
2025-02-21,28.617395663694282,77.21866546341413,23.2,68.1,4.8,8.5,1049.0,13.3,WS_000,Delhi
2025-02-22,28.612381980924347,77.23939333084472,22.0,64.1,0.0,19.0,1024.5,8.1,WS_001,Delhi
2025-02-23,28.58872181750188,77.2107120819493,25.7,61.5,0.0,20.4,1024.2,9.6,WS_002,Delhi
2025-02-24,28.59893933501623,77.18670035924735,22.4,50.8,0.0,5.0,1050.1,10.8,WS_003,Delhi
2025-02-25,28.59877871208842,77.22393616604965,21.7,70.2,0.0,7.3,1008.6,11.9,WS_004,Delhi
2025-02-26,28.616673709287916,77.21275995734634,12.0,74.8,0.2,10.5,1018.6,11.3,WS_005,Delhi
2025-02-27,28.564843157616227,77.21614919304183,24.2,79.2,0.0,2.3,1039.7,7.7,WS_006,Delhi
2025-02-28,28.578976055827354,77.19008382064146,33.2,64.0,0.0,1.5,1027.9,11.8,WS_007,Delhi
2025-03-01,28.603625180454234,77.23713833242647,43.6,59.2,0.0,2.3,994.0,9.5,WS_008,Delhi
2025-03-02,28.625477866604022,77.19952061185164,30.4,33.1,0.0,19.5,997.4,7.6,WS_009,Delhi
2025-03-03,28.63474730491294,77.21796196615055,39.1,34.9,0.0,0.8,999.9,10.9,WS_000,Delhi
2025-03-04,28.652242370493898,77.201852204471,32.5,53.4,0.0,5.3,1007.5,8.2,WS_001,Delhi
2025-03-05,28.614739589485428,77.1948464892569,40.4,40.1,0.0,7.6,980.5,6.5,WS_002,Delhi
2025-03-06,28.58483768339235,77.15677352572268,47.8,32.2,0.0,11.6,1014.3,12.2,WS_003,Delhi
2025-03-07,28.64707572381509,77.21903005786746,23.8,48.4,0.0,4.4,991.6,15.2,WS_004,Delhi
2025-03-08,28.603027982719308,77.24582336911703,45.2,31.3,0.0,2.6,1022.8,11.0,WS_005,Delhi
2025-03-09,28.650816913821732,77.2279007602239,37.2,6.8,0.0,5.2,990.4,7.9,WS_006,Delhi
2025-03-10,28.637793291995077,77.22177257992593,40.0,57.6,6.0,5.0,975.9,5.1,WS_007,Delhi
2025-03-11,28.59467313271575,77.21225526960933,27.1,29.7,0.9,5.7,1006.4,11.1,WS_008,Delhi
2025-03-12,28.61390207470044,77.20063732895629,34.4,32.4,0.0,1.5,1018.8,6.6,WS_009,Delhi
2025-03-13,28.642956151168427,77.22449276590959,41.1,54.4,0.0,4.5,1028.4,6.8,WS_000,Delhi
2025-03-14,28.618251127507886,77.20420919616261,37.0,61.6,1.8,39.8,1027.5,9.6,WS_001,Delhi
2025-03-15,28.595398949973163,77.21335937927428,27.4,51.0,0.0,13.4,1020.5,10.0,WS_002,Delhi
2025-03-16,28.583580345586363,77.2299620197635,14.5,47.7,0.0,16.0,1012.3,6.4,WS_003,Delhi
2025-03-17,28.635484735810444,77.21397185117526,31.3,40.7,0.0,6.8,1004.3,8.9,WS_004,Delhi
2025-03-18,28.588161558698577,77.20529648068167,40.2,29.1,8.9,0.0,1009.7,13.7,WS_005,Delhi
2025-03-19,28.594283015892998,77.21525291092438,36.3,51.2,0.0,8.8,1025.4,16.1,WS_006,Delhi
2025-03-20,28.61944463945129,77.21084983569557,47.1,49.0,0.4,4.6,979.5,7.2,WS_007,Delhi
2025-03-21,28.64040088443829,77.15810760087291,36.5,64.8,0.0,32.6,1025.3,11.4,WS_008,Delhi
2025-03-22,28.576131433229055,77.2313087918417,41.7,45.9,0.0,0.9,1011.2,7.4,WS_009,Delhi
2025-03-23,28.585276598963286,77.20718077635645,21.4,28.0,0.0,0.8,1024.8,12.1,WS_000,Delhi
2025-03-24,28.613637932005197,77.22494239579451,36.7,42.3,0.0,1.5,1003.3,11.7,WS_001,Delhi
2025-03-25,28.597916298526197,77.18529816960104,37.8,35.0,0.0,2.3,995.4,11.2,WS_002,Delhi
2025-03-26,28.627049542728148,77.20621288411586,42.6,15.3,0.0,0.8,1011.1,8.4,WS_003,Delhi
2025-03-27,28.590489318657493,77.20080673226134,33.3,56.5,0.0,11.2,1014.2,9.7,WS_004,Delhi
2025-03-28,28.60427471236885,77.20875590920893,37.2,39.1,0.0,5.1,1009.8,10.9,WS_005,Delhi
2025-03-29,28.582364285391957,77.2168038431101,35.5,38.2,0.0,0.4,1028.7,9.3,WS_006,Delhi
2025-03-30,28.612372797667586,77.19997538342051,55.4,31.1,3.9,25.4,982.3,4.9,WS_007,Delhi
2025-03-31,28.657783635829375,77.22419855728756,30.6,48.3,0.0,0.8,1036.4,10.6,WS_008,Delhi
2025-04-01,28.615011480917378,77.21990015662705,35.7,42.2,0.0,13.4,1026.5,9.6,WS_009,Delhi
2025-04-02,28.605805075205616,77.1924724948212,42.9,33.0,0.0,2.2,999.1,12.5,WS_000,Delhi
2025-04-03,28.637168108283436,77.1833916190874,33.5,32.1,0.0,8.2,999.5,9.9,WS_001,Delhi
2025-04-04,28.611974061999007,77.19436462336282,48.7,42.6,0.2,0.1,1035.8,10.1,WS_002,Delhi
2025-04-05,28.59691396849273,77.24324683634221,35.1,47.4,0.0,5.5,1008.2,8.3,WS_003,Delhi
2025-04-06,28.6450241456698,77.20994597045011,29.8,36.2,0.0,21.0,1030.9,13.6,WS_004,Delhi
2025-04-07,28.575338765324965,77.24073700376921,34.3,51.6,0.0,4.0,1015.8,10.4,WS_005,Delhi
2025-04-08,28.581146937378893,77.18244799054071,40.2,38.2,0.0,6.5,998.8,7.3,WS_006,Delhi
2025-04-09,28.636752794066464,77.17128270890609,25.5,40.5,0.0,1.9,994.7,9.9,WS_007,Delhi
2025-04-10,28.625637077272454,77.20123316623709,41.5,31.7,2.8,6.7,985.4,11.8,WS_008,Delhi
2025-04-11,28.600736928132935,77.28984107817723,23.5,27.4,0.0,12.2,989.1,13.5,WS_009,Delhi
2025-04-12,28.609578402873456,77.19767745495461,35.1,47.8,0.0,5.6,987.4,11.8,WS_000,Delhi
2025-04-13,28.58980675162466,77.21360770388735,59.7,45.7,0.0,0.5,1023.1,13.9,WS_001,Delhi
2025-04-14,28.61425321833041,77.1969508177529,23.3,43.5,0.7,23.8,1036.6,13.0,WS_002,Delhi
2025-04-15,28.62121140432473,77.19790144927617,19.6,33.1,0.0,1.5,1025.4,9.7,WS_003,Delhi
2025-04-16,28.655422811668295,77.16695168005074,29.5,34.6,0.0,1.9,1026.6,12.5,WS_004,Delhi
2025-04-17,28.613411411468856,77.23342995201966,15.4,32.7,0.0,4.8,1044.2,13.2,WS_005,Delhi
2025-04-18,28.642365741159583,77.22520304417077,27.3,32.9,16.6,5.7,999.4,11.0,WS_006,Delhi
2025-04-19,28.609840807116427,77.2138298068782,31.8,51.5,0.6,7.5,1013.8,9.5,WS_007,Delhi
2025-04-20,28.611609668504332,77.22668713310885,36.0,27.8,17.1,4.4,1009.8,14.8,WS_008,Delhi
2025-04-21,28.57290771169538,77.23018132315651,27.9,30.1,0.0,1.8,1009.4,9.8,WS_009,Delhi
